UTC, Time, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Velocity x, Velocity y, Velocity z, Throttle, Brake, Steering, SceneNr, CarSpawned, PedSpawned
2022-10-27 18:36:11:131, 34870.8, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.7848, 0, 0, 0, 0, 1, False, False
2022-10-27 18:36:11:274, 34870.8, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.7848, 0, 0, 0, -0.003699975, 1, False, False
2022-10-27 18:36:11:628, 34870.82, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.981, 0, 0, 0, -0.007699974, 1, False, False
2022-10-27 18:36:11:693, 34870.89, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.5696, 0, 0, 0, -0.01179997, 1, False, False
2022-10-27 18:36:11:727, 34870.92, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.962, 0, 0, 0, -0.01179997, 1, False, False
2022-10-27 18:36:11:779, 34870.98, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.3544, 0, 0, 0, -0.01179997, 1, False, False
2022-10-27 18:36:11:816, 34871.01, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.7468, 0, 0, 0, -0.01179997, 1, False, False
2022-10-27 18:36:11:863, 34871.06, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.335399, 0, 0, 0, -0.01179997, 1, False, False
2022-10-27 18:36:11:908, 34871.11, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.727799, 0, 0, 0, -0.01179997, 1, False, False
2022-10-27 18:36:11:948, 34871.14, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -4.120199, 0, 0, 0, -0.01179997, 1, False, False
2022-10-27 18:36:11:992, 34871.19, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.00343808, -2.888124, -0.008681773, 0, 0, -0.01149997, 1, False, False
2022-10-27 18:36:12:037, 34871.23, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.006341415, -0.4272276, 0.09396602, 0, 0, -0.01029997, 1, False, False
2022-10-27 18:36:12:080, 34871.28, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.00543374, 1.416828, 0.07761793, 0, 0, -0.01029997, 1, False, False
2022-10-27 18:36:12:124, 34871.32, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0007891741, 2.080689, 0.06241944, 0, 0, -0.01029997, 1, False, False
2022-10-27 18:36:12:168, 34871.36, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001175258, 1.705914, 0.05196996, 0, 0, -0.01029997, 1, False, False
2022-10-27 18:36:12:212, 34871.41, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001175258, 1.313514, 0.05196996, 0, 0, -0.009199974, 1, False, False
2022-10-27 18:36:12:256, 34871.45, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001175258, 0.9211142, 0.05196996, 0, 0, -0.007699974, 1, False, False
2022-10-27 18:36:12:300, 34871.5, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001175258, 0.5287142, 0.05196996, 0, 0, -0.005599975, 1, False, False
2022-10-27 18:36:12:343, 34871.54, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001175258, 0.1363142, 0.05196996, 0, 0, -0.003899975, 1, False, False
2022-10-27 18:36:12:387, 34871.58, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001175258, -0.4522858, 0.05196996, 0, 0, -0.003799975, 1, False, False
2022-10-27 18:36:12:431, 34871.63, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001175258, -0.8446859, 0.05196996, 0, 0, -0.003799975, 1, False, False
2022-10-27 18:36:12:474, 34871.67, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001175258, -1.237086, 0.05196996, 0, 0, -0.003899975, 1, False, False
2022-10-27 18:36:12:518, 34871.71, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.003807677, -1.531351, 0.04721371, 0, 0, -0.005299975, 1, False, False
