UTC, Time, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Velocity x, Velocity y, Velocity z, Throttle, Brake, Steering, SceneNr, CarSpawned, PedSpawned, CollidedWithBystander, CollidedWithTarget
2023-02-22 14:12:47:959, 19930.83, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0, 0, 0, 1, False, False, 0, False
2023-02-22 14:12:48:094, 19930.83, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0.02380407, 0, -0.002999975, 1, False, False, 0, False
2023-02-22 14:12:48:477, 19930.85, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.7848, 0, 0.02380407, 0, 0.001400025, 1, False, False, 0, False
2023-02-22 14:12:48:537, 19930.91, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.3734, 0, 0.02380407, 0, 0.03340003, 1, False, False, 0, False
2023-02-22 14:12:48:576, 19930.95, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.7658, 0, 0.02380407, 0, 0.03780003, 1, False, False, 0, False
2023-02-22 14:12:48:627, 19931, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.3544, 0, 0.02380407, 0, 0.04230002, 1, False, False, 0, False
2023-02-22 14:12:48:663, 19931.04, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.5506, 0, 0.02380407, 0, 0.04910002, 1, False, False, 0, False
2023-02-22 14:12:48:709, 19931.09, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.139199, 0, 0.02380407, 0, 0.05130002, 1, False, False, 0, False
2023-02-22 14:12:48:749, 19931.13, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.531599, 0, 0.01586938, 0, 0.05190003, 1, False, False, 0, False
2023-02-22 14:12:48:794, 19931.17, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.923999, 0, 0.01586938, 0, 0.05190003, 1, False, False, 0, False
2023-02-22 14:12:48:835, 19931.21, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.004615178, -3.678531, -0.00770658, 0.01586938, 0, 0.04850002, 1, False, False, 0, False
2023-02-22 14:12:48:879, 19931.26, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001032612, -1.802323, -0.01096069, 0.01586938, 0, 0.04560002, 1, False, False, 0, False
2023-02-22 14:12:48:923, 19931.3, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.007639415, 0.6297481, 0.08492941, 0.01586938, 0, 0.04400003, 1, False, False, 0, False
2023-02-22 14:12:48:967, 19931.34, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001655017, 2.080684, 0.0625781, 0.01586938, 0, 0.04400003, 1, False, False, 0, False
