UTC, Time, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Velocity x, Velocity y, Velocity z, Throttle, Brake, Steering, SceneNr, CarSpawned, PedSpawned
2022-10-28 10:48:47:007, 8603.863, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0, 0, 0, 1, False, False
2022-10-28 10:48:47:147, 8603.863, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0, 0, 0.01270002, 1, False, False
2022-10-28 10:48:47:484, 8603.883, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.7848, 0, 0, 0, 0.006800025, 1, False, False
2022-10-28 10:48:47:534, 8603.933, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.1772, 0, 0, 0, 0.003300025, 1, False, False
2022-10-28 10:48:47:582, 8603.98, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.7658, 0, 0, 0, 0.003300025, 1, False, False
2022-10-28 10:48:47:628, 8604.027, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.1582, 0, 0, 0, 0.003300025, 1, False, False
2022-10-28 10:48:47:674, 8604.073, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.5506, 0, 0, 0, 0.003300025, 1, False, False
2022-10-28 10:48:47:715, 8604.114, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.943, 0, 0, 0, 0.002600025, 1, False, False
2022-10-28 10:48:47:755, 8604.153, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.335399, 0, 0, 0, 0.002600025, 1, False, False
2022-10-28 10:48:47:799, 8604.196, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.727799, 0, 0, 0, 0.002500025, 1, False, False
2022-10-28 10:48:47:843, 8604.24, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.005167284, -3.678531, -0.007668237, 0, 0, 0.002200025, 1, False, False
2022-10-28 10:48:47:886, 8604.283, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001245723, -1.802329, -0.01113339, 0, 0, 0.001700025, 1, False, False
2022-10-28 10:48:47:930, 8604.326, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.006961272, 0.6297553, 0.08496402, 0, 0, 0.001200025, 1, False, False
2022-10-28 10:48:47:973, 8604.37, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.003896296, 1.864088, 0.07018127, 0, 0, 0.0003000252, 1, False, False
2022-10-28 10:48:48:019, 8604.413, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0007070916, 2.039896, 0.05604014, 0, 0, 0.0003000252, 1, False, False
2022-10-28 10:48:48:060, 8604.457, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001435434, 1.705908, 0.05198523, 0, 0, 0.0003000252, 1, False, False
2022-10-28 10:48:48:104, 8604.501, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001435434, 1.117308, 0.05198523, 0, 0, 0.0003000252, 1, False, False
2022-10-28 10:48:48:149, 8604.544, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001435434, 0.7249075, 0.05198523, 0, 0, 0.0005000252, 1, False, False
2022-10-28 10:48:48:192, 8604.588, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001435434, 0.3325075, 0.05198523, 0, 0, 0.0005000252, 1, False, False
2022-10-28 10:48:48:236, 8604.632, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001435434, -0.05989251, 0.05198523, 0, 0, 0.0005000252, 1, False, False
2022-10-28 10:48:48:280, 8604.675, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001435434, -0.4522925, 0.05198523, 0, 0, 0.0005000252, 1, False, False
2022-10-28 10:48:48:323, 8604.719, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001435434, -0.8446925, 0.05198523, 0, 0, 0.0005000252, 1, False, False
2022-10-28 10:48:48:367, 8604.763, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001435434, -1.433293, 0.05198523, 0, 0, 0.0005000252, 1, False, False
2022-10-28 10:48:48:411, 8604.807, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.007087466, -1.50132, 0.04381585, 0, 0, -9.997474E-05, 1, False, False
2022-10-28 10:48:48:454, 8604.85, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.004791594, -1.005628, 0.04396014, 0, 0, -0.0004999747, 1, False, False
2022-10-28 10:48:48:498, 8604.894, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.003542729, -0.3444691, 0.04286589, 0, 0, -0.0004999747, 1, False, False
2022-10-28 10:48:48:542, 8604.938, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001982276, 0.2518978, 0.03649927, 0, 0, -0.0004999747, 1, False, False
2022-10-28 10:48:48:586, 8604.981, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.000361791, 0.7018495, 0.01959549, 0, 0, -0.0004999747, 1, False, False
2022-10-28 10:48:48:630, 8605.025, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001681622, 0.6788688, 0.005247445, 0, 0, -0.0004999747, 1, False, False
2022-10-28 10:48:48:674, 8605.069, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.002243852, 0.4791908, -0.009794787, 0, 0, -0.0004999747, 1, False, False
2022-10-28 10:48:48:717, 8605.113, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.00212572, 0.2060653, -0.02325769, 0, 0, -0.0004999747, 1, False, False
2022-10-28 10:48:48:761, 8605.157, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.00158814, -0.04975234, -0.02921518, 0, 0, -0.0004999747, 1, False, False
2022-10-28 10:48:48:806, 8605.201, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0001711066, -0.2756144, -0.02051639, 0, 0, -0.0004999747, 1, False, False
2022-10-28 10:48:48:850, 8605.245, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0007518012, -0.2938074, -0.008800847, 0, 0, -0.0004999747, 1, False, False
2022-10-28 10:48:48:895, 8605.289, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001309329, -0.2258212, 0.003222621, 0, 0, -0.0004999747, 1, False, False
