UTC, Time, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Velocity x, Velocity y, Velocity z, Throttle, Brake, Steering, SceneNr, CarSpawned, PedSpawned
2022-10-28 14:19:55:013, 20590.74, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0, 0, 0, 1, False, False
2022-10-28 14:19:55:143, 20590.74, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:55:506, 20590.76, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.7848, 0, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:55:559, 20590.82, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.3734, 0, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:55:609, 20590.87, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.962, 0, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:55:657, 20590.92, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.3544, 0, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:55:704, 20590.96, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.943, 0, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:55:742, 20591, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.139199, 0, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:55:782, 20591.04, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.531599, 0, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:55:827, 20591.08, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -4.120199, 0, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:55:871, 20591.13, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.003443505, -2.888122, -0.0086502, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:55:915, 20591.17, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.006342699, -0.4272207, 0.09396829, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:55:959, 20591.21, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.005551308, 1.416833, 0.07754371, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:003, 20591.26, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0009441706, 2.080686, 0.06243687, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:047, 20591.3, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001404138, 1.705906, 0.05197738, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:091, 20591.35, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001404138, 1.313506, 0.05197738, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:135, 20591.39, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001404138, 0.9211061, 0.05197738, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:179, 20591.43, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001404138, 0.5287061, 0.05197738, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:222, 20591.48, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001404138, 0.1363061, 0.05197738, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:265, 20591.52, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001404138, -0.4522939, 0.05197738, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:309, 20591.56, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001404138, -0.844694, 0.05197738, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:353, 20591.61, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001404138, -1.237094, 0.05197738, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:397, 20591.65, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.004030207, -1.531371, 0.04722098, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:440, 20591.7, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.005161337, -1.289425, 0.04308813, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:485, 20591.74, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.003541228, -0.3444691, 0.04286468, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:528, 20591.78, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001981578, 0.2518973, 0.03649875, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:572, 20591.83, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.000464912, 0.6206747, 0.0259191, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:616, 20591.87, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001102173, 0.7183742, 0.01268514, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:660, 20591.92, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.002058654, 0.5948031, -0.002305027, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:704, 20591.96, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.002126126, 0.206068, -0.02325758, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:748, 20592, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001588288, -0.04974978, -0.02921512, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:792, 20592.05, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0006899908, -0.226641, -0.02523596, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:836, 20592.09, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0003319239, -0.2974013, -0.01482963, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:883, 20592.14, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001077957, -0.2683664, -0.002701719, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:925, 20592.18, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001456763, -0.1114426, 0.01274077, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:56:969, 20592.22, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.00115599, 0.003960848, 0.01713953, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:57:013, 20592.27, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.000624754, 0.08686705, 0.0165348, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:57:058, 20592.31, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 3.818632E-05, 0.1236916, 0.01199923, 0, 0, -0.0005999747, 1, False, False
2022-10-28 14:19:57:102, 20592.36, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0004457191, 0.1168786, 0.005279348, 0, 0, -0.0005999747, 1, False, False
