UTC, Time, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Velocity x, Velocity y, Velocity z, Throttle, Brake, Steering, SceneNr, CarSpawned, PedSpawned
2022-10-28 15:08:23:879, 23478.51, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.1962, 0, 0, 0, 0, 1, False, False
2022-10-28 15:08:24:017, 23478.51, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.1962, 0, 0, 0, 0.002200025, 1, False, False
2022-10-28 15:08:24:302, 23478.54, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.3924, 0, 0, 0, 0.002200025, 1, False, False
2022-10-28 15:08:24:353, 23478.59, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.981, 0, 0, 0, 0.002900025, 1, False, False
2022-10-28 15:08:24:392, 23478.63, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.3734, 0, 0, 0, 0.002900025, 1, False, False
2022-10-28 15:08:24:439, 23478.67, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.7658, 0, 0, 0, 0.002900025, 1, False, False
2022-10-28 15:08:24:478, 23478.71, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.1582, 0, 0, 0, 0.004200025, 1, False, False
2022-10-28 15:08:24:529, 23478.76, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.7468, 0, 0, 0, 0.006700025, 1, False, False
2022-10-28 15:08:24:566, 23478.8, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.139199, 0, 0, 0, 0.008000026, 1, False, False
2022-10-28 15:08:24:609, 23478.84, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.335399, 0, 0, 0, 0.008000026, 1, False, False
2022-10-28 15:08:24:654, 23478.88, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.923999, 0, 0, 0, 0.008000026, 1, False, False
2022-10-28 15:08:24:699, 23478.93, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.005087215, -3.678531, -0.007731149, 0, 0, 0.008000026, 1, False, False
2022-10-28 15:08:24:743, 23478.97, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001220451, -1.802327, -0.01111642, 0, 0, 0.008000026, 1, False, False
2022-10-28 15:08:24:787, 23479.02, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.007047028, 0.6297571, 0.08495592, 0, 0, 0.008000026, 1, False, False
2022-10-28 15:08:24:831, 23479.06, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001076975, 2.080689, 0.06244862, 0, 0, 0.008000026, 1, False, False
2022-10-28 15:08:24:874, 23479.11, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001602867, 1.902109, 0.05197991, 0, 0, 0.008000026, 1, False, False
2022-10-28 15:08:24:918, 23479.15, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001602867, 1.509709, 0.05197991, 0, 0, 0.008000026, 1, False, False
2022-10-28 15:08:24:962, 23479.19, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001602867, 1.117309, 0.05197991, 0, 0, 0.004800025, 1, False, False
2022-10-28 15:08:25:006, 23479.24, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001602867, 0.7249092, 0.05197991, 0, 0, 0.002300025, 1, False, False
2022-10-28 15:08:25:050, 23479.28, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001602867, 0.1363092, 0.05197991, 0, 0, -9.997474E-05, 1, False, False
2022-10-28 15:08:25:093, 23479.32, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001602867, -0.2560908, 0.05197991, 0, 0, -0.0005999747, 1, False, False
2022-10-28 15:08:25:137, 23479.37, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001602867, -0.6484908, 0.05197991, 0, 0, -0.0005999747, 1, False, False
2022-10-28 15:08:25:180, 23479.41, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001602867, -1.040891, 0.05197991, 0, 0, -9.997474E-05, 1, False, False
2022-10-28 15:08:25:224, 23479.46, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001602867, -1.433291, 0.05197991, 0, 0, 0.0002000253, 1, False, False
2022-10-28 15:08:25:268, 23479.5, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.005179417, -1.289434, 0.04309811, 0, 0, 0.0002000253, 1, False, False
2022-10-28 15:08:25:312, 23479.54, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.004223491, -0.6806468, 0.04409251, 0, 0, 0.0002000253, 1, False, False
2022-10-28 15:08:25:355, 23479.59, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002804601, -0.02466355, 0.04031169, 0, 0, 0.0002000253, 1, False, False
2022-10-28 15:08:25:399, 23479.63, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001186472, 0.4703747, 0.03159175, 0, 0, 0.0002000253, 1, False, False
2022-10-28 15:08:25:443, 23479.67, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0003650034, 0.701848, 0.01959642, 0, 0, 0.0003000252, 1, False, False
2022-10-28 15:08:25:487, 23479.72, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.00167971, 0.6788718, 0.005247388, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:25:531, 23479.76, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.002241425, 0.3453963, -0.01698423, 0, 0, 0.002200025, 1, False, False
2022-10-28 15:08:25:575, 23479.81, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001889902, 0.07172267, -0.02751662, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:25:619, 23479.85, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001162615, -0.1507772, -0.02828559, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:25:663, 23479.89, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0001777484, -0.2756142, -0.02051671, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:25:707, 23479.94, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0007389183, -0.2938076, -0.008799936, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:25:751, 23479.98, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001427163, -0.1716345, 0.008550441, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:25:795, 23480.03, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001346466, -0.05118407, 0.0156227, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:25:839, 23480.07, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0009036879, 0.05069536, 0.0173988, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:25:883, 23480.12, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0003326976, 0.1113086, 0.01466175, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:25:928, 23480.16, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0002172244, 0.1249932, 0.008785619, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:25:972, 23480.2, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0007062163, 0.08100845, -0.001587302, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:26:016, 23480.25, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0007467039, 0.03402866, -0.006822571, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:26:060, 23480.29, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0006193944, -0.009638324, -0.009511667, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:26:105, 23480.34, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.000374206, -0.03886043, -0.009547901, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:26:149, 23480.38, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 4.478738E-05, -0.0478716, -0.005694844, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:26:194, 23480.43, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0002562353, -0.03549293, -0.001916478, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:26:238, 23480.47, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0003646862, -0.01627834, 0.001621517, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:26:282, 23480.51, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0003519778, 0.001772627, 0.004098703, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:26:327, 23480.56, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0002622389, 0.01384108, 0.005113493, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:26:372, 23480.6, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 6.849311E-05, 0.01842061, 0.004151401, 0, 0, 0.002400025, 1, False, False
2022-10-28 15:08:26:416, 23480.65, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -4.690523E-05, 0.01443084, 0.002435504, 0, 0, 0.001500025, 1, False, False
2022-10-28 15:08:26:460, 23480.69, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0001237226, 0.007856652, 0.0005253963, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:26:505, 23480.74, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0001581394, 0.001172438, -0.001091724, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:26:549, 23480.78, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0001346053, -0.005604208, -0.00239581, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:26:593, 23480.82, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -8.538445E-05, -0.006693155, -0.002416429, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:26:638, 23480.87, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -2.782762E-05, -0.005391642, -0.001877273, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:26:681, 23480.91, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 2.39402E-05, -0.002744421, -0.001011499, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:26:725, 23480.96, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 6.05173E-05, 1.882017E-05, -8.068181E-05, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:26:770, 23481, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 7.367191E-05, 0.002255142, 0.0009411884, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:26:813, 23481.04, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 6.162999E-05, 0.002301648, 0.001208702, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:26:858, 23481.09, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 4.008911E-05, 0.001597941, 0.001154625, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:26:902, 23481.13, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 1.490811E-05, 0.0006327033, 0.0008555377, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:26:946, 23481.18, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -8.208416E-06, -0.0001749694, 0.0004331054, 0.01983673, 0, 0.001000025, 1, False, False
2022-10-28 15:08:26:990, 23481.22, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -3.044576E-05, -0.0007459074, -0.0001758348, 0.01983673, 0, 0.001000025, 1, False, False
2022-10-28 15:08:27:034, 23481.26, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -3.399098E-05, -0.0007211715, -0.0004457409, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:27:077, 23481.31, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -2.961567E-05, -0.0004355907, -0.0005598656, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:27:121, 23481.35, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -1.960146E-05, -3.59714E-05, -0.0005262141, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:27:165, 23481.4, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -7.187383E-06, 0.0003298074, -0.0003794631, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:27:209, 23481.44, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 9.055177E-06, 0.0005575716, -7.384066E-05, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:27:252, 23481.48, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 1.524101E-05, 0.0004234761, 0.0001047502, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:27:296, 23481.53, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 1.701256E-05, 0.0001486987, 0.0002216477, 0, 0, 0.001000025, 1, False, False
2022-10-28 15:08:27:340, 23481.57, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 1.483314E-05, -0.0001353621, 0.0002656421, 0.01190204, 0, 0.001000025, 1, False, False
2022-10-28 15:08:27:383, 23481.61, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 1.002042E-05, -0.0003245175, 0.0002447973, 0.01190204, 0, 0.001000025, 1, False, False
2022-10-28 15:08:27:427, 23481.66, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 3.928277E-06, -0.0003702492, 0.0001757538, 0.01983673, 0, 0.001000025, 1, False, False
2022-10-28 15:08:27:470, 23481.7, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -4.329376E-06, -0.0002084523, 3.724452E-05, 0.04762341, 0, 0.001000025, 1, False, False
2022-10-28 15:08:27:514, 23481.74, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -7.572581E-06, -4.157424E-05, -4.537641E-05, 0.0991989, 0, 0.001000025, 1, False, False
