UTC, Time, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Velocity x, Velocity y, Velocity z, Throttle, Brake, Steering, SceneNr, CarSpawned, PedSpawned
2022-10-27 12:10:38:532, 11888.93, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.1962, 0, 0, 0, 0, 1, False, False
2022-10-27 12:10:38:670, 11888.93, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.1962, 0, 0.2539559, 0, -0.01669997, 1, False, False
2022-10-27 12:10:39:017, 11888.95, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.3924, 0, 0.2539559, 0, -0.01229997, 1, False, False
2022-10-27 12:10:39:059, 11888.99, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.7848, 0, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:108, 11889.04, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.3734, 0, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:152, 11889.09, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.7658, 0, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:196, 11889.13, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.1582, 0, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:239, 11889.17, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.5506, 0, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:283, 11889.22, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.943, 0, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:327, 11889.26, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.531599, 0, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:370, 11889.3, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.923999, 0, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:414, 11889.35, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.005375324, -3.678524, -0.01062792, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:457, 11889.39, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.003751488, -1.802254, -0.01059887, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:501, 11889.44, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.005623362, 0.6340869, 0.07760964, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:544, 11889.48, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002850352, 1.867633, 0.06385767, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:589, 11889.52, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001372952, 1.898542, 0.04541915, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:631, 11889.57, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001372952, 1.506142, 0.04541915, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:674, 11889.61, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001372952, 1.113742, 0.04541915, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:718, 11889.65, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001372952, 0.7213417, 0.04541915, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:761, 11889.7, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001372952, 0.3289417, 0.04541915, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:804, 11889.74, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001372952, -0.06345829, 0.04541915, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:848, 11889.78, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001372952, -0.6520583, 0.04541915, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:891, 11889.83, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001372952, -1.044458, 0.04541915, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:935, 11889.87, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001372952, -1.436858, 0.04541915, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:39:978, 11889.91, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.00406194, -1.495305, 0.03691133, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:40:022, 11889.96, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001746848, -0.9951442, 0.04145015, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:40:066, 11890, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001256675, -0.01418732, 0.03568606, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:40:109, 11890.04, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0007894992, 0.4772711, 0.02651956, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:40:153, 11890.09, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0003413744, 0.7040212, 0.01505152, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:40:196, 11890.13, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0002493092, 0.6768618, 0.001239324, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:40:240, 11890.17, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0008156914, 0.4745005, -0.01256399, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:40:284, 11890.22, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001366933, 0.2005479, -0.02499868, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:40:328, 11890.26, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.00147014, -0.1545476, -0.02766019, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:40:371, 11890.31, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0007856943, -0.2773814, -0.01781892, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:40:415, 11890.35, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 5.836968E-05, -0.2935386, -0.00636187, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:40:459, 11890.39, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0008145384, -0.224038, 0.004928348, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:40:503, 11890.44, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001371816, -0.1089603, 0.01470719, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:40:547, 11890.48, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001255446, 0.05279708, 0.01811923, 0.27776, 0, 0.0004000253, 1, False, False
2022-10-27 12:10:40:591, 11890.53, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0006370524, 0.1124872, 0.01280631, 0.27776, 0, 0.005100025, 1, False, False
2022-10-27 12:10:40:635, 11890.57, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -6.024723E-05, 0.1251339, 0.005397785, 0.27776, 0, 0.02060002, 1, False, False
2022-10-27 12:10:40:679, 11890.61, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0006410243, 0.100773, -0.002207172, 0.27776, 0, 0.02910003, 1, False, False
