UTC, Time, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Velocity x, Velocity y, Velocity z, Throttle, Brake, Steering, SceneNr, CarSpawned, PedSpawned
2022-10-26 12:37:47:405, 13554.03, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0, 0, 0, 1, False, False
2022-10-26 12:37:47:541, 13554.03, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0, 0, 0.04580002, 1, False, False
2022-10-26 12:37:47:914, 13554.05, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.7848, 0, 0, 0, 0.04580002, 1, False, False
2022-10-26 12:37:47:963, 13554.1, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.1772, 0, 0, 0, 0.04910002, 1, False, False
2022-10-26 12:37:48:011, 13554.14, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.7658, 0, 0, 0, 0.04910002, 1, False, False
2022-10-26 12:37:48:057, 13554.19, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.1582, 0, 0, 0, 0.04910002, 1, False, False
2022-10-26 12:37:48:098, 13554.23, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.5506, 0, 0, 0, 0.04910002, 1, False, False
2022-10-26 12:37:48:138, 13554.27, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.943, 0, 0, 0, 0.04910002, 1, False, False
2022-10-26 12:37:48:181, 13554.31, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.335399, 0, 0, 0, 0.04910002, 1, False, False
2022-10-26 12:37:48:221, 13554.35, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.727799, 0, 0, 0, 0.04910002, 1, False, False
2022-10-26 12:37:48:265, 13554.4, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -4.120199, 0, 0, 0, 0.04910002, 1, False, False
2022-10-26 12:37:48:309, 13554.44, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001038416, -1.802325, -0.01096318, 0, 0, 0.04910002, 1, False, False
2022-10-26 12:37:48:352, 13554.48, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.007653866, 0.6297466, 0.08492634, 0, 0, 0.04910002, 1, False, False
2022-10-26 12:37:48:396, 13554.53, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.004416926, 1.864088, 0.07021424, 0, 0, 0.04910002, 1, False, False
2022-10-26 12:37:48:440, 13554.57, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001719877, 2.039897, 0.05606533, 0, 0, 0.04910002, 1, False, False
