UTC, Time, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Velocity x, Velocity y, Velocity z, Throttle, Brake, Steering, SceneNr, CarSpawned, PedSpawned
2022-10-26 14:14:27:351, 19323.08, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0, 0, 0, 1, False, False
2022-10-26 14:14:27:489, 19323.08, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0.1071336, 0, 0.003200025, 1, False, False
2022-10-26 14:14:27:862, 19323.1, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.7848, 0, 0.06349279, 0, 0.001500025, 1, False, False
2022-10-26 14:14:27:910, 19323.15, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.1772, 0, 0, 0, 0.0005000252, 1, False, False
2022-10-26 14:14:27:957, 19323.2, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.5696, 0, 0, 0, 0.0005000252, 1, False, False
2022-10-26 14:14:28:003, 19323.25, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.1582, 0, 0, 0, 0.0005000252, 1, False, False
2022-10-26 14:14:28:044, 19323.29, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.5506, 0, 0, 0, 0.002000025, 1, False, False
2022-10-26 14:14:28:084, 19323.33, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.943, 0, 0, 0, 0.001000025, 1, False, False
2022-10-26 14:14:28:128, 19323.37, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.335399, 0, 0, 0, -0.002399975, 1, False, False
2022-10-26 14:14:28:172, 19323.41, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.727799, 0, 0, 0, -0.002399975, 1, False, False
2022-10-26 14:14:28:216, 19323.46, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -4.120199, 0, 0, 0, -0.002399975, 1, False, False
2022-10-26 14:14:28:261, 19323.5, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.00126309, -1.80233, -0.01115163, 0, 0, -0.0001999747, 1, False, False
2022-10-26 14:14:28:305, 19323.54, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.006913708, 0.6297539, 0.08496407, 0, 0, 0.002000025, 1, False, False
2022-10-26 14:14:28:349, 19323.59, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.003879195, 1.864087, 0.07017683, 0, 0, 0.002200025, 1, False, False
2022-10-26 14:14:28:393, 19323.63, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0007150247, 2.039896, 0.05603424, 0, 0, 0.002200025, 1, False, False
2022-10-26 14:14:28:437, 19323.68, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001458924, 1.705908, 0.05197778, 0, 0, 0.002200025, 1, False, False
2022-10-26 14:14:28:481, 19323.72, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001458924, 1.117308, 0.05197778, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:28:524, 19323.77, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001458924, 0.7249082, 0.05197778, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:28:567, 19323.81, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001458924, 0.3325082, 0.05197778, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:28:611, 19323.85, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001458924, -0.05989179, 0.05197778, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:28:655, 19323.9, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001458924, -0.4522918, 0.05197778, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:28:700, 19323.94, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001458924, -0.8446918, 0.05197778, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:28:742, 19323.98, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001458924, -1.433292, 0.05197778, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:28:786, 19324.03, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.007090176, -1.50132, 0.04381074, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:28:830, 19324.07, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.004787866, -1.00563, 0.04395993, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:28:874, 19324.12, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.003541166, -0.3444747, 0.04286745, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:28:918, 19324.16, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001985655, 0.2518933, 0.03650071, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:28:962, 19324.2, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0003479013, 0.7018478, 0.01959588, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:29:006, 19324.25, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001658375, 0.6788682, 0.005246931, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:29:050, 19324.29, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.002218187, 0.4791938, -0.009796125, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:29:093, 19324.33, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.002108696, 0.206068, -0.02325947, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:29:138, 19324.38, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001583506, -0.04974954, -0.02921673, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:29:182, 19324.42, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0001810592, -0.2756136, -0.02051674, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:29:226, 19324.47, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0007376677, -0.2938081, -0.008800477, 0, 0, 0.002100025, 1, False, False
2022-10-26 14:14:29:270, 19324.51, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001296054, -0.2258202, 0.003223553, 0, 0, 0.002100025, 1, False, False
