UTC, Time, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Velocity x, Velocity y, Velocity z, Throttle, Brake, Steering, SceneNr, CarSpawned, PedSpawned, CollidedWithBystander, CollidedWithTarget
2023-02-21 15:28:56:780, 23952.88, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.3924, 0, 0, 0, 0, 1, False, False, 0, False
2023-02-21 15:28:56:922, 23952.88, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.3924, 0, 0.01983673, 0, -0.001199975, 1, False, False, 0, False
2023-02-21 15:28:57:268, 23952.9, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0.01983673, 0, -0.003099975, 1, False, False, 0, False
2023-02-21 15:28:57:313, 23952.94, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.981, 0, 0.01983673, 0, -0.004399975, 1, False, False, 0, False
2023-02-21 15:28:57:362, 23953, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.3734, 0, 0.01983673, 0, -0.006299974, 1, False, False, 0, False
2023-02-21 15:28:57:405, 23953.03, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.7658, 0, 0.01983673, 0, -0.007699974, 1, False, False, 0, False
2023-02-21 15:28:57:448, 23953.08, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.1582, 0, 0.01983673, 0, -0.007799975, 1, False, False, 0, False
2023-02-21 15:28:57:492, 23953.12, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.7468, 0, 0.01983673, 0, -0.007799975, 1, False, False, 0, False
2023-02-21 15:28:57:536, 23953.16, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.139199, 0, 0.01983673, 0, -0.007799975, 1, False, False, 0, False
2023-02-21 15:28:57:580, 23953.21, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.531599, 0, 0.01983673, 0, -0.007799975, 1, False, False, 0, False
2023-02-21 15:28:57:623, 23953.25, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.923999, 0, 0.01983673, 0, -0.007799975, 1, False, False, 0, False
2023-02-21 15:28:57:666, 23953.29, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.005288922, -3.678531, -0.007774587, 0.01983673, 0, -0.007799975, 1, False, False, 0, False
