UTC, Time, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Velocity x, Velocity y, Velocity z, Throttle, Brake, Steering, SceneNr, CarSpawned, PedSpawned, CollidedWithBystander, CollidedWithTarget
2023-02-22 10:40:14:623, 7250.011, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0, 0, 0, 1, False, False, 0, False
2023-02-22 10:40:14:766, 7250.011, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0.02777142, 0, 0.006600025, 1, False, False, 0, False
2023-02-22 10:40:15:145, 7250.031, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.7848, 0, 0, 0, 0.001900025, 1, False, False, 0, False
2023-02-22 10:40:15:194, 7250.079, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.1772, 0, 0, 0, 0.001500025, 1, False, False, 0, False
2023-02-22 10:40:15:241, 7250.126, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.7658, 0, 0, 0, 0.001500025, 1, False, False, 0, False
2023-02-22 10:40:15:287, 7250.173, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.1582, 0, 0, 0, 0.001600025, 1, False, False, 0, False
2023-02-22 10:40:15:328, 7250.214, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.5506, 0, 0, 0, 0.001600025, 1, False, False, 0, False
2023-02-22 10:40:15:370, 7250.253, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.943, 0, 0, 0, 0.001600025, 1, False, False, 0, False
2023-02-22 10:40:15:413, 7250.298, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.335399, 0, 0, 0, 0.001600025, 1, False, False, 0, False
2023-02-22 10:40:15:456, 7250.341, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.923999, 0, 0, 0, 0.001600025, 1, False, False, 0, False
2023-02-22 10:40:15:500, 7250.384, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.005173826, -3.678531, -0.007648231, 0, 0, 0.001600025, 1, False, False, 0, False
2023-02-22 10:40:15:543, 7250.427, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001248193, -1.802329, -0.01114409, 0, 0, 0.001600025, 1, False, False, 0, False
2023-02-22 10:40:15:587, 7250.471, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.006953518, 0.6297445, 0.0849588, 0, 0, 0.001600025, 1, False, False, 0, False
2023-02-22 10:40:15:630, 7250.514, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.003895043, 1.864084, 0.07017539, 0, 0, 0.001600025, 1, False, False, 0, False
2023-02-22 10:40:15:673, 7250.558, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0007189264, 2.039904, 0.05603315, 0, 0, 0.001600025, 1, False, False, 0, False
2023-02-22 10:40:15:717, 7250.601, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001454989, 1.509717, 0.05197729, 0, 0, 0.001600025, 1, False, False, 0, False
2023-02-22 10:40:15:761, 7250.645, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001454989, 1.117317, 0.05197729, 0, 0, 0.001600025, 1, False, False, 0, False
2023-02-22 10:40:15:805, 7250.688, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001454989, 0.7249173, 0.05197729, 0, 0, 0.001600025, 1, False, False, 0, False
2023-02-22 10:40:15:849, 7250.732, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001454989, 0.3325173, 0.05197729, 0, 0, 0.001600025, 1, False, False, 0, False
2023-02-22 10:40:15:892, 7250.775, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001454989, -0.05988273, 0.05197729, 0, 0, 0.001600025, 1, False, False, 0, False
