UTC, Time, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Velocity x, Velocity y, Velocity z, Throttle, Brake, Steering, SceneNr, CarSpawned, PedSpawned
2022-10-27 13:07:52:503, 15308.92, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0, 0, 0, 1, False, False
2022-10-27 13:07:52:646, 15308.92, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0.1864958, 0, 0.2394, 1, False, False
2022-10-27 13:07:52:984, 15308.94, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.7848, 0, 0.1349203, 0, 0.2324, 1, False, False
2022-10-27 13:07:53:031, 15309, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.1772, 0, 0, 0, 0.1162, 1, False, False
2022-10-27 13:07:53:080, 15309.04, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.7658, 0, 0, 0, 0.09850002, 1, False, False
2022-10-27 13:07:53:128, 15309.09, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.1582, 0, 0, 0, 0.08020002, 1, False, False
2022-10-27 13:07:53:174, 15309.14, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.7468, 0, 0, 0, 0.06310003, 1, False, False
2022-10-27 13:07:53:215, 15309.18, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.139199, 0, 0, 0, 0.04800002, 1, False, False
2022-10-27 13:07:53:260, 15309.23, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.531599, 0, 0, 0, 0.03780003, 1, False, False
2022-10-27 13:07:53:303, 15309.27, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.923999, 0, 0, 0, 0.03110003, 1, False, False
2022-10-27 13:07:53:346, 15309.31, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.004756032, -3.678531, -0.007721236, 0, 0, 0.02730002, 1, False, False
2022-10-27 13:07:53:391, 15309.36, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001108969, -1.802326, -0.01101656, 0, 0, 0.02710002, 1, False, False
2022-10-27 13:07:53:434, 15309.4, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.005899559, 1.416828, 0.07766557, 0, 0, 0.02710002, 1, False, False
2022-10-27 13:07:53:478, 15309.44, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001380809, 2.080687, 0.06247814, 0, 0, 0.02710002, 1, False, False
2022-10-27 13:07:53:521, 15309.49, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002049055, 1.902111, 0.05198414, 0, 0, 0.02710002, 1, False, False
2022-10-27 13:07:53:565, 15309.53, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002049055, 1.509711, 0.05198414, 0, 0, 0.02710002, 1, False, False
2022-10-27 13:07:53:610, 15309.57, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002049055, 1.117311, 0.05198414, 0, 0, 0.02710002, 1, False, False
2022-10-27 13:07:53:651, 15309.62, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002049055, 0.7249106, 0.05198414, 0, 0, 0.02710002, 1, False, False
2022-10-27 13:07:53:695, 15309.66, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002049055, 0.1363106, 0.05198414, 0, 0, 0.02730002, 1, False, False
2022-10-27 13:07:53:738, 15309.7, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002049055, -0.2560894, 0.05198414, 0, 0, 0.02930002, 1, False, False
