UTC, Time, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Velocity x, Velocity y, Velocity z, Throttle, Brake, Steering, SceneNr, CarSpawned, PedSpawned, CollidedWithBystander, CollidedWithTarget
2023-02-22 11:13:52:280, 9255.657, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.3924, 0, 0, 0, 0, 1, False, False, 0, False
2023-02-22 11:13:52:419, 9255.657, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.3924, 0, 0, 0, 0.003000025, 1, False, False, 0, False
2023-02-22 11:13:52:832, 9255.677, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0, 0, 0.001600025, 1, False, False, 0, False
2023-02-22 11:13:52:884, 9255.735, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.1772, 0, 0, 0, 0.0008000252, 1, False, False, 0, False
2023-02-22 11:13:52:921, 9255.772, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.5696, 0, 0, 0, 0.0008000252, 1, False, False, 0, False
2023-02-22 11:13:52:965, 9255.811, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.962, 0, 0, 0, 0.0008000252, 1, False, False, 0, False
2023-02-22 11:13:53:009, 9255.859, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.3544, 0, 0, 0, 0.0008000252, 1, False, False, 0, False
2023-02-22 11:13:53:053, 9255.902, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.943, 0, 0, 0, 0.0008000252, 1, False, False, 0, False
2023-02-22 11:13:53:096, 9255.945, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.335399, 0, 0, 0, 0.0008000252, 1, False, False, 0, False
2023-02-22 11:13:53:139, 9255.989, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.727799, 0, 0, 0, 0.001000025, 1, False, False, 0, False
2023-02-22 11:13:53:183, 9256.032, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -4.120199, 0, 0, 0, 0.001000025, 1, False, False, 0, False
2023-02-22 11:13:53:227, 9256.076, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.003443677, -2.888122, -0.008646681, 0, 0, 0.001000025, 1, False, False, 0, False
2023-02-22 11:13:53:271, 9256.12, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.006946362, 0.6297413, 0.08495757, 0, 0, 0.002000025, 1, False, False, 0, False
2023-02-22 11:13:53:314, 9256.164, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.003894438, 1.864082, 0.07017354, 0, 0, 0.002700025, 1, False, False, 0, False
2023-02-22 11:13:53:358, 9256.207, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0007296411, 2.039907, 0.05603098, 0, 0, 0.003700025, 1, False, False, 0, False
2023-02-22 11:13:53:401, 9256.251, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001475699, 1.70592, 0.05197398, 0, 0, 0.006100025, 1, False, False, 0, False
2023-02-22 11:13:53:445, 9256.294, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001475699, 1.31352, 0.05197398, 0, 0, 0.01130002, 1, False, False, 0, False
2023-02-22 11:13:53:488, 9256.338, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001475699, 0.9211197, 0.05197398, 0, 0, 0.02070002, 1, False, False, 0, False
2023-02-22 11:13:53:531, 9256.381, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001475699, 0.3325197, 0.05197398, 0, 0, 0.03210003, 1, False, False, 0, False
2023-02-22 11:13:53:575, 9256.424, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001475699, -0.05988035, 0.05197398, 0, 0, 0.04020002, 1, False, False, 0, False
