UTC, Time, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Velocity x, Velocity y, Velocity z, Throttle, Brake, Steering, SceneNr, CarSpawned, PedSpawned, CollidedWithBystander, CollidedWithTarget
2023-02-22 12:34:09:330, 14043.53, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.3924, 0, 0, 0, 0, 1, False, False, 0, False
2023-02-22 12:34:09:462, 14043.53, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.3924, 0, 0, 0, -0.005999974, 1, False, False, 0, False
2023-02-22 12:34:09:846, 14043.55, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0, 0, -0.004199975, 1, False, False, 0, False
2023-02-22 12:34:09:895, 14043.6, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.1772, 0, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:09:933, 14043.63, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.3734, 0, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:09:986, 14043.69, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.962, 0, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:023, 14043.73, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.3544, 0, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:065, 14043.76, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.7468, 0, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:109, 14043.81, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.139199, 0, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:152, 14043.85, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.531599, 0, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:196, 14043.89, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.923999, 0, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:240, 14043.94, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.005208769, -3.67853, -0.007632591, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:284, 14043.99, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.00634861, -0.427228, 0.09396979, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:327, 14044.03, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.005536747, 1.416825, 0.07752933, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:371, 14044.07, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0009258934, 2.080687, 0.06243703, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:414, 14044.12, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001375511, 1.902112, 0.05197886, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:458, 14044.16, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001375511, 1.313512, 0.05197886, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:501, 14044.2, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001375511, 0.9211118, 0.05197886, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:544, 14044.25, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001375511, 0.5287118, 0.05197886, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:588, 14044.29, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001375511, 0.1363118, 0.05197886, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:631, 14044.33, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001375511, -0.2560882, 0.05197886, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:674, 14044.38, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001375511, -0.6484882, 0.05197886, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:718, 14044.42, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001375511, -1.237088, 0.05197886, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:761, 14044.46, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.00400296, -1.531356, 0.04722239, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:805, 14044.51, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.005165723, -1.289436, 0.04309076, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:848, 14044.55, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.00422374, -0.6806523, 0.04408956, 0, 0, -0.001799975, 1, False, False, 0, False
2023-02-22 12:34:10:892, 14044.59, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002808059, -0.02467065, 0.04031055, 0, 0, -0.001499975, 1, False, False, 0, False
2023-02-22 12:34:10:936, 14044.64, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001188689, 0.4703726, 0.0315921, 0, 0, -0.001499975, 1, False, False, 0, False
2023-02-22 12:34:10:979, 14044.68, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001111318, 0.7183716, 0.01268722, 0, 0, -0.001499975, 1, False, False, 0, False
2023-02-22 12:34:11:023, 14044.72, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.002070629, 0.5948079, -0.0023031, 0, 0, -0.001499975, 1, False, False, 0, False
2023-02-22 12:34:11:067, 14044.77, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.002263896, 0.3453987, -0.01698112, 0, 0, -0.001499975, 1, False, False, 0, False
2023-02-22 12:34:11:110, 14044.81, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001906068, 0.07172735, -0.02751449, 0, 0, -0.001499975, 1, False, False, 0, False
2023-02-22 12:34:11:154, 14044.86, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.00116431, -0.1507733, -0.02828533, 0, 0, -0.001499975, 1, False, False, 0, False
2023-02-22 12:34:11:198, 14044.9, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0003377033, -0.2973998, -0.01483119, 0, 0, -0.001499975, 1, False, False, 0, False
2023-02-22 12:34:11:242, 14044.94, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001084226, -0.2683651, -0.002703064, 0, 0, -0.001499975, 1, False, False, 0, False
2023-02-22 12:34:11:286, 14044.99, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001444496, -0.1716329, 0.008547381, 0, 0, -0.001499975, 1, False, False, 0, False
2023-02-22 12:34:11:329, 14045.03, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.00135643, -0.05118603, 0.01562055, 0, 0, -0.001499975, 1, False, False, 0, False
2023-02-22 12:34:11:373, 14045.08, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0009046153, 0.05069497, 0.01739793, 0, 0, -0.001499975, 1, False, False, 0, False
2023-02-22 12:34:11:417, 14045.12, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0003259724, 0.1113094, 0.01466206, 0, 0, -0.001499975, 1, False, False, 0, False
2023-02-22 12:34:11:462, 14045.16, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0004492924, 0.1168794, 0.005280097, 0, 0, -0.001499975, 1, False, False, 0, False
2023-02-22 12:34:11:506, 14045.21, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0007181494, 0.08100809, -0.001585597, 0, 0, -0.001499975, 1, False, False, 0, False
2023-02-22 12:34:11:550, 14045.25, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0007544474, 0.03403054, -0.006821064, 0, 0, -0.001199975, 1, False, False, 0, False
2023-02-22 12:34:11:594, 14045.3, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0006215419, -0.009639442, -0.009510837, 0, 0, 0.001400025, 1, False, False, 0, False
2023-02-22 12:34:11:638, 14045.34, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0002298104, -0.04636353, -0.008683843, 0, 0, 0.003000025, 1, False, False, 0, False
2023-02-22 12:34:11:682, 14045.38, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 4.724806E-05, -0.04786992, -0.005695227, 0, 0, 0.003000025, 1, False, False, 0, False
2023-02-22 12:34:11:726, 14045.43, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0002567418, -0.03549074, -0.001916924, 0, 0, 0.003000025, 1, False, False, 0, False
2023-02-22 12:34:11:770, 14045.47, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0003636252, -0.01627706, 0.001621187, 0, 0, 0.003000025, 1, False, False, 0, False
2023-02-22 12:34:11:814, 14045.52, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.000350052, 0.00177376, 0.004098515, 0, 0, 0.0009000252, 1, False, False, 0, False
2023-02-22 12:34:11:859, 14045.56, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0002003875, 0.01710755, 0.005092314, 0, 0, 0.0003000252, 1, False, False, 0, False
2023-02-22 12:34:11:903, 14045.6, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 6.767797E-05, 0.01842134, 0.004151516, 0, 0, -0.0003999747, 1, False, False, 0, False
2023-02-22 12:34:11:947, 14045.65, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -4.780996E-05, 0.0144303, 0.002435693, 0, 0, -0.0001999747, 1, False, False, 0, False
2023-02-22 12:34:11:991, 14045.69, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0001241351, 0.007854462, 0.0005256336, 0, 0, 0.001400025, 1, False, False, 0, False
2023-02-22 12:34:12:034, 14045.74, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0001580017, 0.001169339, -0.001091528, 0, 0, 0.001400025, 1, False, False, 0, False
2023-02-22 12:34:12:079, 14045.78, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0001345436, -0.005606204, -0.002395703, 0, 0, 0.001400025, 1, False, False, 0, False
2023-02-22 12:34:12:123, 14045.83, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -8.578702E-05, -0.006693944, -0.002416363, 0, 0, 0.001400025, 1, False, False, 0, False
2023-02-22 12:34:12:166, 14045.87, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -2.858423E-05, -0.005388483, -0.001877233, 0, 0, 0.001500025, 1, False, False, 0, False
2023-02-22 12:34:12:210, 14045.91, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 2.311096E-05, -0.002741277, -0.001011493, 0, 0, 0.003800025, 1, False, False, 0, False
2023-02-22 12:34:12:254, 14045.96, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 5.955198E-05, 2.168119E-05, -8.070315E-05, 0, 0, 0.006600025, 1, False, False, 0, False
2023-02-22 12:34:12:298, 14046, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 7.188608E-05, 0.002257839, 0.0009412341, 0, 0, 0.009000025, 1, False, False, 0, False
2023-02-22 12:34:12:341, 14046.04, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 5.993673E-05, 0.002301008, 0.001208775, 0, 0, 0.01100003, 1, False, False, 0, False
2023-02-22 12:34:12:385, 14046.09, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 3.904156E-05, 0.001595944, 0.001154656, 0, 0, 0.01290002, 1, False, False, 0, False
2023-02-22 12:34:12:429, 14046.13, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 1.477495E-05, 0.0006320626, 0.0008555508, 0, 0, 0.01510002, 1, False, False, 0, False
2023-02-22 12:34:12:472, 14046.17, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -7.497463E-06, -0.0001753569, 0.0004331028, 0, 0, 0.01740002, 1, False, False, 0, False
