UTC, Time, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Velocity x, Velocity y, Velocity z, Throttle, Brake, Steering, SceneNr, CarSpawned, PedSpawned, CollidedWithBystander, CollidedWithTarget
2023-02-22 13:47:14:213, 18406.56, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.3924, 0, 0, 0, 0, 1, False, False, 0, False
2023-02-22 13:47:14:343, 18406.56, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.3924, 0, 0, 0, 0.0003000252, 1, False, False, 0, False
2023-02-22 13:47:14:699, 18406.58, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0, 0, 0.0003000252, 1, False, False, 0, False
2023-02-22 13:47:14:747, 18406.63, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.1772, 0, 0, 0, 0.0003000252, 1, False, False, 0, False
2023-02-22 13:47:14:796, 18406.67, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.5696, 0, 0, 0, 0.0003000252, 1, False, False, 0, False
2023-02-22 13:47:14:843, 18406.72, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.1582, 0, 0, 0, 0.0003000252, 1, False, False, 0, False
2023-02-22 13:47:14:888, 18406.77, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.5506, 0, 0, 0, 0.0003000252, 1, False, False, 0, False
2023-02-22 13:47:14:928, 18406.81, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.943, 0, 0, 0, 0.0003000252, 1, False, False, 0, False
2023-02-22 13:47:14:973, 18406.85, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.335399, 0, 0, 0, 0.0003000252, 1, False, False, 0, False
2023-02-22 13:47:15:017, 18406.89, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.727799, 0, 0, 0, 0.0004000253, 1, False, False, 0, False
2023-02-22 13:47:15:060, 18406.94, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -4.120199, 0, 0, 0, 0.0009000252, 1, False, False, 0, False
2023-02-22 13:47:15:105, 18406.98, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001252278, -1.802328, -0.01114867, 0, 0, 0.001500025, 1, False, False, 0, False
2023-02-22 13:47:15:148, 18407.03, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.006947225, 0.6297514, 0.08496016, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:191, 18407.07, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.003894804, 1.864087, 0.07017618, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:235, 18407.11, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0007250796, 2.039901, 0.05603396, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:279, 18407.16, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.00146382, 1.705913, 0.05197772, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:323, 18407.2, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.00146382, 1.117313, 0.05197772, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:366, 18407.24, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.00146382, 0.7249125, 0.05197772, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:410, 18407.29, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.00146382, 0.3325125, 0.05197772, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:453, 18407.33, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.00146382, -0.0598875, 0.05197772, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:497, 18407.38, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.00146382, -0.4522875, 0.05197772, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:540, 18407.42, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.00146382, -0.8446875, 0.05197772, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:586, 18407.46, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.00146382, -1.433288, 0.05197772, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:627, 18407.5, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.007095517, -1.501328, 0.04381136, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:671, 18407.55, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.004793623, -1.005645, 0.04396097, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:714, 18407.59, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.003544823, -0.3444911, 0.04286892, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:758, 18407.63, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001986983, 0.2518791, 0.03650199, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:802, 18407.68, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0004731774, 0.620667, 0.0259211, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:846, 18407.72, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001661574, 0.6788707, 0.005247759, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:889, 18407.77, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.002221184, 0.4792023, -0.009795514, 0, 0, 0.002100025, 1, False, False, 0, False
2023-02-22 13:47:15:933, 18407.81, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.002110311, 0.206077, -0.02325939, 0, 0, 0.002600025, 1, False, False, 0, False
2023-02-22 13:47:15:977, 18407.85, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001583419, -0.0497423, -0.02921731, 0, 0, 0.003700025, 1, False, False, 0, False
2023-02-22 13:47:16:021, 18407.9, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0006965075, -0.2266352, -0.0252374, 0, 0, 0.005600025, 1, False, False, 0, False
2023-02-22 13:47:16:065, 18407.94, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0007254282, -0.2938073, -0.008800093, 0, 0, 0.008300025, 1, False, False, 0, False
2023-02-22 13:47:16:109, 18407.99, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001275242, -0.2258225, 0.003225277, 0, 0, 0.01160002, 1, False, False, 0, False
2023-02-22 13:47:16:153, 18408.03, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001425732, -0.1114459, 0.01274489, 0, 0, 0.01410002, 1, False, False, 0, False
2023-02-22 13:47:16:197, 18408.07, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001139014, 0.003953427, 0.01714347, 0, 0, 0.01570003, 1, False, False, 0, False
2023-02-22 13:47:16:241, 18408.12, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0006304537, 0.08686055, 0.01653716, 0, 0, 0.01630002, 1, False, False, 0, False
2023-02-22 13:47:16:285, 18408.16, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0001882517, 0.1249902, 0.008784995, 0, 0, 0.01630002, 1, False, False, 0, False
