UTC, Time, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Velocity x, Velocity y, Velocity z, Throttle, Brake, Steering, SceneNr, CarSpawned, PedSpawned, CollidedWithBystander, CollidedWithTarget
2023-02-23 09:11:48:349, 2483.935, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.3924, 0, 0, 0, 0, 1, False, False, 0, False
2023-02-23 09:11:48:487, 2483.935, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.3924, 0, 0.01190204, 0, 0.01680003, 1, False, False, 0, False
2023-02-23 09:11:48:831, 2483.955, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0, 0, 0.01920003, 1, False, False, 0, False
2023-02-23 09:11:48:878, 2484.002, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.1772, 0, 0, 0, 0.02450003, 1, False, False, 0, False
2023-02-23 09:11:48:926, 2484.049, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.5696, 0, 0, 0, 0.02450003, 1, False, False, 0, False
2023-02-23 09:11:48:970, 2484.094, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.962, 0, 0, 0, 0.02450003, 1, False, False, 0, False
2023-02-23 09:11:49:013, 2484.136, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.3544, 0, 0, 0, 0.02450003, 1, False, False, 0, False
2023-02-23 09:11:49:054, 2484.174, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.7468, 0, 0, 0, 0.02450003, 1, False, False, 0, False
2023-02-23 09:11:49:099, 2484.223, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.335399, 0, 0, 0, 0.02450003, 1, False, False, 0, False
2023-02-23 09:11:49:141, 2484.26, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.531599, 0, 0, 0, 0.02450003, 1, False, False, 0, False
2023-02-23 09:11:49:185, 2484.307, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -4.120199, 0, 0, 0, 0.02450003, 1, False, False, 0, False
2023-02-23 09:11:49:229, 2484.35, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.003452544, -2.888122, -0.008596015, 0, 0, 0.02440002, 1, False, False, 0, False
2023-02-23 09:11:49:271, 2484.394, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.006365492, -0.4272532, 0.0939716, 0, 0, 0.02390002, 1, False, False, 0, False
2023-02-23 09:11:49:315, 2484.437, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.005843673, 1.416813, 0.07760008, 0, 0, 0.02390002, 1, False, False, 0, False
2023-02-23 09:11:49:358, 2484.48, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001188016, 2.039913, 0.0560486, 0, 0, 0.02390002, 1, False, False, 0, False
2023-02-23 09:11:49:401, 2484.523, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001972259, 1.705928, 0.05197726, 0, 0, 0.02390002, 1, False, False, 0, False
2023-02-23 09:11:49:444, 2484.566, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001972259, 1.313528, 0.05197726, 0, 0, 0.02390002, 1, False, False, 0, False
2023-02-23 09:11:49:487, 2484.609, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001972259, 0.9211283, 0.05197726, 0, 0, 0.02390002, 1, False, False, 0, False
2023-02-23 09:11:49:531, 2484.653, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001972259, 0.5287282, 0.05197726, 0, 0, 0.02390002, 1, False, False, 0, False
2023-02-23 09:11:49:574, 2484.696, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001972259, 0.1363282, 0.05197726, 0, 0, 0.02390002, 1, False, False, 0, False
2023-02-23 09:11:49:617, 2484.739, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001972259, -0.2560717, 0.05197726, 0, 0, 0.02380002, 1, False, False, 0, False
2023-02-23 09:11:49:660, 2484.782, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001972259, -0.8446718, 0.05197726, 0, 0, 0.02380002, 1, False, False, 0, False
2023-02-23 09:11:49:703, 2484.825, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001972259, -1.237072, 0.05197726, 0, 0, 0.02380002, 1, False, False, 0, False
2023-02-23 09:11:49:746, 2484.868, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.004584698, -1.53134, 0.04722071, 0, 0, 0.02640002, 1, False, False, 0, False
2023-02-23 09:11:49:789, 2484.911, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.005201498, -1.289481, 0.04310989, 0, 0, 0.03250002, 1, False, False, 0, False
2023-02-23 09:11:49:832, 2484.954, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.004221553, -0.6807081, 0.04410956, 0, 0, 0.04220003, 1, False, False, 0, False
2023-02-23 09:11:49:876, 2484.997, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002843392, -0.02472048, 0.0403256, 0.01190204, 0, 0.05270002, 1, False, False, 0, False
2023-02-23 09:11:49:919, 2485.041, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0006240816, 0.6206453, 0.02591952, 0.02777142, 0, 0.06110002, 1, False, False, 0, False
2023-02-23 09:11:49:962, 2485.084, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0007406124, 0.7183749, 0.01266391, 0.03967346, 0, 0.06780002, 1, False, False, 0, False
2023-02-23 09:11:50:005, 2485.127, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001504664, 0.5948261, -0.00235604, 0.05952545, 0, 0.07370003, 1, False, False, 0, False
2023-02-23 09:11:50:049, 2485.17, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001717085, 0.3454244, -0.01704912, 0.08332952, 0, 0.07820002, 1, False, False, 0, False
2023-02-23 09:11:50:092, 2485.214, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001649267, 0.07175015, -0.02804085, 0.1150683, 0, 0.07970002, 1, False, False, 0, False
2023-02-23 09:11:50:135, 2485.257, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001169683, -0.1507559, -0.02795419, 0.1468223, 0, 0.07970002, 1, False, False, 0, False
2023-02-23 09:11:50:179, 2485.301, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0001991084, -0.2973851, -0.01254578, 0.1626917, 0, 0.07970002, 1, False, False, 0, False
2023-02-23 09:11:50:222, 2485.344, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0008517253, -0.268346, -0.0008536177, 0.1745937, 0, 0.07970002, 1, False, False, 0, False
2023-02-23 09:11:50:267, 2485.388, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001249549, -0.1716153, 0.009991188, 0.1904631, 0, 0.07970002, 1, False, False, 0, False
2023-02-23 09:11:50:309, 2485.431, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001437396, -0.05118871, 0.01856091, 0.2182498, 0, 0.07970002, 1, False, False, 0, False
2023-02-23 09:11:50:353, 2485.475, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001009327, 0.05067806, 0.01856973, 0.2460212, 0, 0.07970002, 1, False, False, 0, False
2023-02-23 09:11:50:396, 2485.518, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0003360037, 0.1112681, 0.01321854, 0.2698253, 0, 0.07970002, 1, False, False, 0, False
2023-02-23 09:11:50:440, 2485.562, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0005289281, 0.1168103, 0.001718144, 0.3015793, 0, 0.07970002, 1, False, False, 0, False
2023-02-23 09:11:50:484, 2485.606, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0008515141, 0.08094837, -0.005476888, 0.3134814, 0, 0.07970002, 1, False, False, 0, False
2023-02-23 09:11:50:527, 2485.649, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0009143811, 0.03399931, -0.01012384, 0.3174487, 0, 0.07970002, 1, False, False, 0, False
2023-02-23 09:11:50:571, 2485.693, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0007611476, -0.009630233, -0.01148825, 0.3174487, 0, 0.07970002, 1, False, False, 0, False
2023-02-23 09:11:50:615, 2485.737, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0004509788, -0.03882025, -0.009847589, 0.3174487, 0, 0.07970002, 1, False, False, 0, False
2023-02-23 09:11:50:659, 2485.781, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 8.923066E-05, -0.0477716, -0.003901225, 0.3174487, 0, 0.07960002, 1, False, False, 0, False
2023-02-23 09:11:50:703, 2485.824, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0003615194, -0.0353808, 0.0005270778, 0.3015793, 0, 0.07900003, 1, False, False, 0, False
2023-02-23 09:11:50:746, 2485.868, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0004989509, -0.01618007, 0.004041022, 0.297612, 0, 0.07900003, 1, False, False, 0, False
2023-02-23 09:11:50:791, 2485.912, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.000480595, 0.001812235, 0.005931577, 0.297612, 0, 0.07900003, 1, False, False, 0, False
2023-02-23 09:11:50:835, 2485.956, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0003582024, 0.01378915, 0.006076207, 0.297612, 0, 0.07900003, 1, False, False, 0, False
2023-02-23 09:11:50:878, 2486, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0001809708, 0.01842536, 0.004803347, 0.3452201, 0, 0.07900003, 1, False, False, 0, False
2023-02-23 09:11:50:923, 2486.043, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -7.374617E-05, 0.01426657, 0.001518124, 0.4126802, 0, 0.07900003, 1, False, False, 0, False
2023-02-23 09:11:50:966, 2486.087, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0001829113, 0.007745951, -0.0006362777, 0.4841077, 0, 0.07900003, 1, False, False, 0, False
2023-02-23 09:11:51:009, 2486.131, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0002304588, 0.00114283, -0.002192505, 0.4880751, 0, 0.07880002, 1, False, False, 0, False
2023-02-23 09:11:51:053, 2486.174, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0002183129, -0.003950968, -0.002951225, 0.4880751, 0, 0.07830002, 1, False, False, 0, False
2023-02-23 09:11:51:096, 2486.218, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0001581957, -0.006397024, -0.002889266, 0.4880751, 0, 0.07820002, 1, False, False, 0, False
2023-02-23 09:11:51:140, 2486.261, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -3.085091E-05, -0.005265668, -0.001665546, 0.4880751, 0, 0.07820002, 1, False, False, 0, False
2023-02-23 09:11:51:183, 2486.304, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 4.639354E-05, -0.00262697, -0.0005336045, 0.4920424, 0, 0.07820002, 1, False, False, 0, False
2023-02-23 09:11:51:227, 2486.348, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 9.900874E-05, 0.0001044571, 0.0005074652, 0.507805, 0, 0.07810003, 1, False, False, 0, False
2023-02-23 09:11:51:270, 2486.391, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0001162877, 0.001853257, 0.001219958, 0.5546807, 0, 0.07760002, 1, False, False, 0, False
2023-02-23 09:11:51:314, 2486.435, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.000104913, 0.002366424, 0.001507426, 0.621088, 0, 0.07690002, 1, False, False, 0, False
2023-02-23 09:11:51:357, 2486.478, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 7.378794E-05, 0.00192146, 0.001402248, 0.6601511, 0, 0.07680003, 1, False, False, 0, False
2023-02-23 09:11:51:400, 2486.521, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 1.3506E-05, 0.0005135536, 0.0007513617, 0.6874952, 0, 0.07680003, 1, False, False, 0, False
2023-02-23 09:11:51:443, 2486.565, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -2.159277E-05, -0.0002672225, 0.0002090077, 0.7304646, 0, 0.07680003, 1, False, False, 0, False
2023-02-23 09:11:51:486, 2486.608, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -4.486016E-05, -0.0006722212, -0.000262683, 0.8242161, 0, 0.07680003, 1, False, False, 0, False
2023-02-23 09:11:51:529, 2486.651, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -5.384217E-05, -0.0007563084, -0.0005819229, 0.7812467, 0, 0.07680003, 1, False, False, 0, False
2023-02-23 09:11:51:572, 2486.694, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -4.889158E-05, -0.0005481392, -0.0007069909, 0.507805, 0, 0.07680003, 1, False, False, 0, False
2023-02-23 09:11:51:616, 2486.737, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -3.596753E-05, -0.0001658499, -0.0006727395, 0.09126421, 0, 0.07610002, 1, False, False, 0, False
