UTC, Time, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Velocity x, Velocity y, Velocity z, Throttle, Brake, Steering, SceneNr, CarSpawned, PedSpawned, CollidedWithBystander, CollidedWithTarget
2023-02-22 14:35:12:349, 21264.65, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.3924, 0, 0, 0, 0, 1, False, False, 0, False
2023-02-22 14:35:12:491, 21264.65, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.3924, 0, 0, 0, 0.001000025, 1, False, False, 0, False
2023-02-22 14:35:12:846, 21264.67, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -0.5886, 0, 0, 0, 0.004800025, 1, False, False, 0, False
2023-02-22 14:35:12:899, 21264.72, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.1772, 0, 0, 0, 0.02130003, 1, False, False, 0, False
2023-02-22 14:35:12:949, 21264.77, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.5696, 0, 0, 0, 0.02620002, 1, False, False, 0, False
2023-02-22 14:35:12:987, 21264.81, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -1.962, 0, 0, 0, 0.02730002, 1, False, False, 0, False
2023-02-22 14:35:13:032, 21264.85, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.3544, 0, 0, 0, 0.02740002, 1, False, False, 0, False
2023-02-22 14:35:13:074, 21264.89, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -2.7468, 0, 0, 0, 0.02740002, 1, False, False, 0, False
2023-02-22 14:35:13:118, 21264.94, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.139199, 0, 0, 0, 0.02740002, 1, False, False, 0, False
2023-02-22 14:35:13:162, 21264.98, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -3.727799, 0, 0, 0, 0.02920002, 1, False, False, 0, False
2023-02-22 14:35:13:205, 21265.02, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0, -4.120199, 0, 0, 0, 0.03180002, 1, False, False, 0, False
2023-02-22 14:35:13:249, 21265.07, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.003456573, -2.888123, -0.008579604, 0, 0, 0.03490002, 1, False, False, 0, False
2023-02-22 14:35:13:292, 21265.11, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.006360043, -0.4272516, 0.09397101, 0, 0, 0.03800002, 1, False, False, 0, False
2023-02-22 14:35:13:336, 21265.15, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.005970019, 1.416816, 0.07757035, 0, 0, 0.03980003, 1, False, False, 0, False
2023-02-22 14:35:13:379, 21265.2, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001530327, 2.080694, 0.06255957, 0, 0, 0.04090003, 1, False, False, 0, False
2023-02-22 14:35:13:423, 21265.24, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002333379, 1.705925, 0.05197107, 0, 0, 0.04150002, 1, False, False, 0, False
2023-02-22 14:35:13:466, 21265.29, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002333379, 1.313525, 0.05197107, 0, 0, 0.04150002, 1, False, False, 0, False
2023-02-22 14:35:13:510, 21265.33, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002333379, 0.9211252, 0.05197107, 0, 0, 0.04150002, 1, False, False, 0, False
2023-02-22 14:35:13:553, 21265.37, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002333379, 0.5287251, 0.05197107, 0, 0, 0.04170002, 1, False, False, 0, False
2023-02-22 14:35:13:597, 21265.42, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002333379, 0.1363251, 0.05197107, 0, 0, 0.04450002, 1, False, False, 0, False
2023-02-22 14:35:13:640, 21265.46, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002333379, -0.4522749, 0.05197107, 0, 0, 0.05010002, 1, False, False, 0, False
2023-02-22 14:35:13:684, 21265.5, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002333379, -0.8446749, 0.05197107, 0, 0, 0.05690002, 1, False, False, 0, False
2023-02-22 14:35:13:727, 21265.55, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002333379, -1.237075, 0.05197107, 0, 0, 0.06420002, 1, False, False, 0, False
2023-02-22 14:35:13:770, 21265.59, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.004932665, -1.531355, 0.04721487, 0, 0, 0.07050002, 1, False, False, 0, False
2023-02-22 14:35:13:814, 21265.63, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.005215226, -1.289473, 0.04310884, 0, 0, 0.07470002, 1, False, False, 0, False
2023-02-22 14:35:13:857, 21265.68, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.004211736, -0.6806948, 0.04410944, 0, 0, 0.07600002, 1, False, False, 0, False
2023-02-22 14:35:13:901, 21265.72, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.002122585, 0.2518521, 0.03650931, 0, 0, 0.07640003, 1, False, False, 0, False
2023-02-22 14:35:13:945, 21265.76, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0007332704, 0.6206539, 0.02591072, 0, 0, 0.07400002, 1, False, False, 0, False
2023-02-22 14:35:13:989, 21265.81, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0005914091, 0.7183764, 0.01264726, 0, 0, 0.07400002, 1, False, False, 0, False
2023-02-22 14:35:14:032, 21265.85, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001372505, 0.5948231, -0.002374562, 0, 0, 0.07120002, 1, False, False, 0, False
2023-02-22 14:35:14:076, 21265.9, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.001665881, 0.3454204, -0.01705935, 0, 0, 0.06980003, 1, False, False, 0, False
2023-02-22 14:35:14:120, 21265.94, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0014719, -0.04972778, -0.02924607, 0, 0, 0.06800003, 1, False, False, 0, False
2023-02-22 14:35:14:164, 21265.98, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0008441361, -0.2266244, -0.02523355, 0, 0, 0.06540003, 1, False, False, 0, False
2023-02-22 14:35:14:208, 21266.03, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 2.50632E-05, -0.2973973, -0.01480546, 0, 0, 0.06110002, 1, False, False, 0, False
2023-02-22 14:35:14:252, 21266.07, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0007396158, -0.2683743, -0.002664017, 0, 0, 0.05510002, 1, False, False, 0, False
2023-02-22 14:35:14:295, 21266.12, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.001189085, -0.1716429, 0.00858428, 0, 0, 0.05080003, 1, False, False, 0, False
2023-02-22 14:35:14:339, 21266.16, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.00123578, -0.05119525, 0.01564542, 0, 0, 0.04830002, 1, False, False, 0, False
2023-02-22 14:35:14:384, 21266.2, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0006884875, 0.08685423, 0.01654003, 0, 0, 0.04820002, 1, False, False, 0, False
2023-02-22 14:35:14:427, 21266.25, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0001769217, 0.1236887, 0.01199372, 0, 0, 0.04820002, 1, False, False, 0, False
2023-02-22 14:35:14:471, 21266.29, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0002812042, 0.1168793, 0.005266838, 0, 0, 0.04880003, 1, False, False, 0, False
2023-02-22 14:35:14:515, 21266.34, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0005734481, 0.08101214, -0.001601705, 0, 0, 0.04960002, 1, False, False, 0, False
2023-02-22 14:35:14:560, 21266.38, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0006554339, 0.01096503, -0.008519819, 0, 0, 0.05070002, 1, False, False, 0, False
2023-02-22 14:35:14:604, 21266.42, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0005184632, -0.02650796, -0.009840948, 0, 0, 0.05270002, 1, False, False, 0, False
2023-02-22 14:35:14:648, 21266.47, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0002924542, -0.04636087, -0.00868291, 0, 0, 0.05530002, 1, False, False, 0, False
2023-02-22 14:35:14:692, 21266.51, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -4.011119E-05, -0.04787049, -0.005689599, 0, 0, 0.05750002, 1, False, False, 0, False
2023-02-22 14:35:14:736, 21266.56, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0001693472, -0.03549185, -0.001908629, 0, 0, 0.05820002, 1, False, False, 0, False
2023-02-22 14:35:14:780, 21266.6, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0003192458, -0.006699428, 0.003038828, 0, 0, 0.05820002, 1, False, False, 0, False
2023-02-22 14:35:14:824, 21266.64, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0003000888, 0.008707732, 0.004799036, 0, 0, 0.05820002, 1, False, False, 0, False
2023-02-22 14:35:14:869, 21266.69, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0002211968, 0.01710372, 0.005094097, 0, 0, 0.05820002, 1, False, False, 0, False
2023-02-22 14:35:14:913, 21266.73, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 0.0001104065, 0.01841898, 0.004149907, 0, 0, 0.05820002, 1, False, False, 0, False
2023-02-22 14:35:14:957, 21266.78, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 1.030923E-06, 0.01442924, 0.002432, 0, 0, 0.05820002, 1, False, False, 0, False
2023-02-22 14:35:15:001, 21266.82, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0001111313, 0.004439667, -0.0003453337, 0, 0, 0.05820002, 1, False, False, 0, False
2023-02-22 14:35:15:045, 21266.87, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.0001423002, -0.001701593, -0.001699781, 0, 0, 0.05820002, 1, False, False, 0, False
2023-02-22 14:35:15:089, 21266.91, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -0.000134525, -0.005606294, -0.002397767, 0, 0, 0.05820002, 1, False, False, 0, False
2023-02-22 14:35:15:133, 21266.95, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -9.834034E-05, -0.0066946, -0.002416819, 0, 0, 0.05820002, 1, False, False, 0, False
2023-02-22 14:35:15:176, 21267, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -4.79076E-05, -0.005389571, -0.001876401, 0, 0, 0.05820002, 1, False, False, 0, False
2023-02-22 14:35:15:221, 21267.04, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 2.57547E-05, -0.001300097, -0.0005364113, 0, 0, 0.05820002, 1, False, False, 0, False
2023-02-22 14:35:15:265, 21267.08, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 5.61858E-05, 0.001073003, 0.0003331196, 0, 0, 0.05820002, 1, False, False, 0, False
2023-02-22 14:35:15:309, 21267.13, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 6.820547E-05, 0.002256051, 0.0009426276, 0, 0, 0.05820002, 1, False, False, 0, False
2023-02-22 14:35:15:353, 21267.17, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 6.357866E-05, 0.002303302, 0.001209461, 0, 0, 0.05760003, 1, False, False, 0, False
2023-02-22 14:35:15:396, 21267.21, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 4.729528E-05, 0.001598015, 0.001154642, 0, 0, 0.05640002, 1, False, False, 0, False
2023-02-22 14:35:15:440, 21267.26, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 2.442865E-05, 0.0006317347, 0.0008551045, 0, 0, 0.05520003, 1, False, False, 0, False
2023-02-22 14:35:15:484, 21267.3, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -9.129784E-06, -0.0004434288, 0.0002137894, 0, 0, 0.05400002, 1, False, False, 0, False
2023-02-22 14:35:15:527, 21267.35, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -2.483526E-05, -0.0007485747, -0.0001766669, 0, 0, 0.05330002, 1, False, False, 0, False
2023-02-22 14:35:15:571, 21267.39, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -3.14958E-05, -0.0007221699, -0.0004463879, 0, 0, 0.05270002, 1, False, False, 0, False
2023-02-22 14:35:15:614, 21267.43, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -2.96779E-05, -0.0004378706, -0.0005602387, 0, 0, 0.05250002, 1, False, False, 0, False
2023-02-22 14:35:15:658, 21267.48, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -2.159991E-05, -3.443658E-05, -0.0005263268, 0, 0, 0.05250002, 1, False, False, 0, False
2023-02-22 14:35:15:701, 21267.52, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -4.061478E-06, 0.0004600734, -0.0002813158, 0, 0, 0.05210003, 1, False, False, 0, False
2023-02-22 14:35:15:744, 21267.56, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 6.308103E-06, 0.0005610734, -7.348909E-05, 0, 0, 0.05150002, 1, False, False, 0, False
2023-02-22 14:35:15:788, 21267.61, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 1.330351E-05, 0.0004268736, 0.0001051284, 0, 0, 0.05020002, 1, False, False, 0, False
2023-02-22 14:35:15:831, 21267.65, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 1.629341E-05, 0.0001508743, 0.0002219114, 0, 0, 0.04950003, 1, False, False, 0, False
2023-02-22 14:35:15:875, 21267.69, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 1.543788E-05, -0.0001371056, 0.0002656876, 0, 0, 0.04950003, 1, False, False, 0, False
2023-02-22 14:35:15:918, 21267.74, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 1.165043E-05, -0.0003252029, 0.0002447594, 0, 0, 0.04950003, 1, False, False, 0, False
2023-02-22 14:35:15:962, 21267.78, 0, 0.3232979, 2.384186E-07, 0, 0, 0, 2.938369E-06, -0.0003445745, 0.0001309891, 0, 0, 0.04950003, 1, False, False, 0, False
2023-02-22 14:35:16:005, 21267.82, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -2.595906E-06, -0.000211373, 3.71139E-05, 0, 0, 0.04950003, 1, False, False, 0, False
2023-02-22 14:35:16:048, 21267.87, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -6.506953E-06, -4.057586E-05, -4.549732E-05, 0, 0, 0.04950003, 1, False, False, 0, False
2023-02-22 14:35:16:091, 21267.91, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -8.05631E-06, 0.0001100451, -0.0001011448, 0, 0, 0.04950003, 1, False, False, 0, False
2023-02-22 14:35:16:135, 21267.96, 0, 0.3232979, 2.384186E-07, 0, 0, 0, -7.346399E-06, 0.0002067238, -0.0001230537, 0, 0, 0.04950003, 1, False, False, 0, False
